id,serial,pub,class,refclass
7212213,Advances in Mathematics,2020,"['57Q15', '52B05', '52B70']","['05A20', '05B35', '05E40', '05E45', '13H10', '52-02', '52A40', '52B05', '52B05', '52B05', '52B05', '52B05', '52B05', '52B05', '52B05', '52B05', '52B11', '52B11', '52B11', '52B11', '52B12', '52B12', '52B12', '52B12', '52B12', '52B12', '52B12', '52B40', '52B70', '52B70', '52B70', '52B70', '52B70', '52Bxx', '52C25', '52C40', '53C35', '57-04', '57M15', '57N13', '57Q05', '57Q05', '57Q05', '57Q05', '57Q15', '57Q15', '57Q15', '57Q15', '57Q15', '57Q35', '57Q99']"
7212214,Advances in Mathematics,2020,"['60A05', '62A01', '62B05', '18D10', '68Q55']","['01A75', '03-02', '03A99', '03B20', '03B40', '03B45', '03B48', '03B52', '03B70', '03E72', '03G30', '03G30', '05C65', '05C90', '05C90', '05C99', '06A11', '06A12', '06B05', '06C05', '06D05', '06E05', '14-02', '14F99', '14L15', '18-01', '18-01', '18-02', '18A10', '18A99', '18B20', '18B25', '18B35', '18B99', '18B99', '18B99', '18B99', '18C10', '18C10', '18C10', '18C15', '18C15', '18C15', '18C15', '18C15', '18C15', '18C20', '18C20', '18C20', '18C20', '18C20', '18C20', '18C20', '18C50', '18C50', '18D05', '18D05', '18D10', '18D10', '18D10', '18D10', '18D10', '18D10', '18D10', '18D10', '18D10', '18D10', '18D10', '18D10', '18D10', '18D15', '18D20', '18D30', '18D35', '18D50', '18E99', '18F10', '18F20', '18F20', '19A22', '20C99', '26-01', '26-01', '28-01', '28-01', '28-01', '28-01', '28A05', '28A25', '28A33', '28A50', '28A50', '28A99', '28C10', '28D05', '28D05', '28D20', '46A99', '46C05', '46E27', '46E99', '46F99', '46L05', '46L53', '46L87', '46M15', '46M15', '46M99', '49', '52A01', '52A05', '53-02', '53B50', '53C80', '54-02', '54B99', '54C30', '54D35', '57-02', '57M15', '60-01', '60-01', '60-01', '60-01', '60-02', '60A05', '60A05', '60A05', '60A10', '60A10', '60A99', '60A99', '60B99', '60C99', '60F05', '60G05', '60G05', '60G07', '60G12', '60G25', '60G40', '60G42', '60G42', '60G44', '60H05', '60J05', '60J05', '60J10', '60J25', '60J25', '60J99', '62-02', '62-02', '62-02', '62-03', '62-07', '62-XX', '62A01', '62A01', '62A01', '62A01', '62A01', '62A01', '62B05', '62B05', '62B10', '62B15', '62B99', '62C05', '62C05', '62C10', '62C99', '62Dxx', '62F15', '62F15', '62F15', '62F99', '62H05', '62H15', '62H99', '62H99', '62Hxx', '62P99', '68-02', '68-02', '68N15', '68N15', '68N18', '68N18', '68Q05', '68Q10', '68Q45', '68Q55', '68Q55', '68Q55', '68Q55', '68Q87', '68R99', '68T20', '68T30', '68T37', '68T37', '68T37', '68T99', '81P05', '81P05', '81P05', '81P05', '81P15', '81P40', '82B10', '83-02', '90C70', '91B06', '91B06', '91B06', '91C05', '94A12', '94A15', '94A17', '94A17']"
7212215,Advances in Mathematics,2020,"['11M41', '11N80', '11M26', '11N05']","['11-01', '11-02', '11-02', '11A25', '11K65', '11M06', '11M26', '11M26', '11M41', '11M41', '11M41', '11M41', '11M41', '11M41', '11M45', '11Mxx', '11N05', '11N05', '11N05', '11N05', '11N05', '11N37', '11N37', '11N80', '11N80', '11N80', '11N80', '11N80', '11N80', '11N80', '11N80', '11N80', '11N80', '11N80', '11Nxx', '11S45', '34E05', '41-02', '41A60', '41A60', '46-02', '46F10', '46N20', '60-02', '60A05', '60E05', '60F05', '60G50']"
7212216,Advances in Mathematics,2020,"['47B36', '47B15', '20E08']","['00-01', '00-01', '00-01', '00-01', '00A05', '00A05', '00A05', '00A05', '00A05', '05-01', '05-01', '05C05', '05C05', '05C05', '05C05', '05C05', '05C25', '05C30', '05Cxx', '05Cxx', '11-01', '12-01', '13-01', '14-01', '15-01', '16-01', '18-01', '20-01', '20E05', '22A10', '22D10', '22D25', '22E35', '22E40', '22E46', '26-01', '26-01', '28-01', '30-01', '30C10', '30C85', '30C85', '30E15', '31-01', '31-01', '31-02', '31-02', '31-02', '31-02', '31A05', '31A05', '31A05', '31A30', '31B05', '31B05', '31B05', '31B15', '31B15', '31B15', '31B25', '31B30', '31C05', '32-01', '32-02', '32Axx', '32Exx', '32Fxx', '33-01', '33-02', '33C45', '33C47', '33C50', '33D50', '33E05', '34B05', '34B30', '34B30', '34B30', '34L40', '34L40', '34L99', '34L99', '34L99', '35A08', '35B10', '35G20', '35J05', '35J05', '35J10', '35J10', '35J10', '35J10', '35J10', '35J25', '35P05', '35P05', '35P05', '35P05', '35Q40', '35Q99', '35R30', '37-XX', '39A70', '40-01', '41A17', '41A30', '41A50', '42-01', '42-01', '42C05', '42C05', '43A05', '43A30', '43A65', '43A65', '43A65', '43A85', '43A90', '43A90', '43A90', '43A90', '43A95', '46-01', '46-01', '46-01', '46L05', '46L05', '46L40', '46L51', '46L53', '46L54', '46L55', '46L80', '46L80', '46L85', '46M20', '46M20', '47-01', '47-02', '47A10', '47A10', '47A10', '47A25', '47A40', '47A40', '47A40', '47A55', '47A55', '47A55', '47B10', '47B10', '47B15', '47B25', '47B25', '47B25', '47B36', '47B36', '47B37', '47B39', '47B39', '47B39', '47B39', '47B47', '47B80', '47B80', '47B80', '47B80', '47C15', '47E05', '47F05', '47F05', '47L20', '47L30', '47N50', '47N50', '47N50', '47N50', '47N50', '47N55', '53C20', '54-01', '54C40', '55N15', '57S30', '58J50', '60-02', '60-02', '60B15', '60B15', '60C05', '60F99', '60G50', '60G50', '60G99', '60H15', '60H25', '60H25', '60H25', '60K35', '60K40', '60K99', '81P20', '81Q10', '81Q10', '81Q10', '81Q10', '81Q10', '81Q10', '81Q99', '81Q99', '81Qxx', '81T13', '81T99', '81U99', '81V10', '82B20', '82B44', '82B44', '82B44', '82B44']"
7212217,Advances in Mathematics,2020,"['28A80', '28A78', '37C45']","['11B25', '11N13', '28-02', '28A20', '28A75', '28A75', '28A78', '28A78', '28A78', '28A78', '28A78', '28A78', '28A78', '28A78', '28A78', '28A78', '28A78', '28A78', '28A78', '28A78', '28A80', '28A80', '28A80', '28A80', '28A80', '28A80', '28A80', '28A80', '28A80', '28A80', '28A80', '28A80', '28A80', '28A80', '28A80', '28A80', '28C15', '28D20', '30-02', '30L10', '37C35', '37C45', '37C45', '37C45', '37D45', '37F35', '37L40', '46C99', '46E30', '46E35', '49Q15', '54C20', '54C25', '54E25', '54E40', '54E40', '54E40', '54H15', '54H15', '58C25', '58K99', '60G40']"
7212218,Advances in Mathematics,2020,"['05A17', '11P84', '17B37']","['05A15', '05A15', '05A15', '05A17', '05A17', '05A17', '05A17', '05A17', '05A17', '05A17', '05A17', '05A17', '05A17', '05A17', '05A17', '05A17', '05A17', '05A17', '05A17', '05A19', '05A19', '05A19', '05A19', '05A19', '05A19', '05A19', '05A19', '05A19', '05A19', '05A19', '05A19', '05A19', '05A19', '05A19', '05A19', '05A20', '05A30', '05A30', '05A30', '05A30', '05E05', '05E15', '05E35', '11B34', '11B37', '11B37', '11B65', '11P81', '11P81', '11P81', '11P81', '11P81', '11P81', '11P81', '11P81', '11P81', '11P83', '11P83', '11P83', '11P83', '11P84', '11P84', '11P84', '11P84', '11P84', '11P84', '11P84', '11P84', '11P84', '11P84', '17B10', '17B10', '17B10', '17B10', '17B10', '17B10', '17B35', '17B37', '17B37', '17B65', '17B65', '17B65', '17B65', '17B65', '17B65', '17B65', '17B65', '17B67', '17B67', '17B67', '17B67', '17B67', '17B67', '17B67', '17B67', '17B67', '17B67', '17B69', '17B69', '17B69', '17B69', '33-01', '33-02', '33D15', '33Dxx']"
7219689,Advances in Mathematics,2020,"['05E10', '14N15', '14M15', '05E05']","['05A30', '05A99', '05E05', '05E05', '05E05', '05E05', '05E05', '05E05', '05E05', '05E05', '05E05', '05E05', '05E05', '05E05', '05E05', '05E05', '05E05', '05E05', '05E05', '05E05', '05E05', '05E05', '05E05', '05E05', '05E10', '05E10', '05E10', '05E10', '05E10', '05E10', '05E10', '05E15', '05E15', '05E15', '05E15', '05E15', '05E15', '05E35', '06A07', '14-02', '14F05', '14F17', '14F45', '14H10', '14H15', '14J32', '14M15', '14M15', '14M15', '14M15', '14M15', '14M15', '14M15', '14M15', '14M15', '14M15', '14M17', '14M17', '14N10', '14N10', '14N10', '14N10', '14N15', '14N15', '14N15', '14N15', '14N15', '14N15', '14N15', '14N15', '14N15', '14N15', '14N15', '14N35', '14N35', '14N35', '14N35', '14N35', '14N35', '14N35', '14N35', '14N35', '14N35', '15A66', '16S60', '16T30', '16W50', '17B08', '17B10', '17B65', '17B69', '20C32', '20F55', '20G05', '20G10', '20G45', '22E46', '32M10', '37-XX', '37J05', '37N20', '53D45', '53D45', '53D45', '55N35', '57R56', '57R57', '58D15', '58D27', '81T45', '81T99']"
7219690,Advances in Mathematics,2020,"['14C20', '14F18', '14B05']","['11-02', '13-02', '13-02', '13C14', '13D03', '13H10', '13H10', '13H15', '14B05', '14B05', '14B05', '14C20', '14C20', '14C20', '14C20', '14C20', '14C20', '14C20', '14C20', '14C20', '14C20', '14C20', '14C20', '14C20', '14E15', '14E30', '14E30', '14E30', '14E30', '14F05', '14F17', '14F17', '14F17', '14J10', '14J10', '14J10', '14J17', '14J30', '14J30', '14J30', '14J60', '14J70', '14K25', '14N10', '14N30', '14N30', '14N30', '32C30', '32J15', '32L10', '32L10', '32L20']"
7219691,Advances in Mathematics,2020,"['53E30', '53D20', '35C08', '58J60']","['14E30', '14E30', '14E30', '14E30', '14J26', '14J45', '14J45', '14J45', '14J45', '14N99', '32J15', '32J15', '32J25', '32J27', '32Q15', '32Q15', '32Q15', '32Q15', '32Q20', '32Q20', '32Q20', '32Q20', '32U05', '32U05', '32W20', '32W20', '32W20', '32W20', '35B45', '35J25', '35J96', '35K55', '35K96', '35Q99', '37J15', '53-02', '53-02', '53-02', '53C20', '53C21', '53C21', '53C21', '53C21', '53C21', '53C21', '53C23', '53C23', '53C25', '53C25', '53C25', '53C25', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C55', '53C55', '53C55', '53C55', '53C55', '53C55', '53C55', '53C55', '53C55', '53C55', '53C55', '53C55', '53C55', '53C55', '53C55', '53C55', '53C55', '53C56', '53D20', '53D20', '53E30', '57M40', '57M40', '57M40', '57N13', '57R60', '57R60', '57R60', '57S25', '58E11', '58E11', '58J05', '58J32', '58J35', '58J35', '70H33']"
7219692,Advances in Mathematics,2020,"['35Q74', '35R11', '35S10', '37N15', '74H40', '74N05', '35B40', '35K58', '35K57', '26A33']","['26A33', '26A33', '26A33', '34C37', '35A01', '35A02', '35A15', '35B05', '35B06', '35B06', '35B08', '35B10', '35B10', '35B27', '35B27', '35B33', '35B40', '35B40', '35B40', '35B44', '35B50', '35B65', '35B65', '35B65', '35D30', '35D30', '35F20', '35F20', '35G25', '35J05', '35J05', '35J05', '35J20', '35J25', '35J25', '35J61', '35K20', '35K55', '35K55', '35K55', '35K58', '35K59', '35Q53', '35Q74', '35Q74', '35Q74', '35Q82', '35Q82', '35R09', '35R09', '35R09', '35R09', '35R09', '35R11', '35R11', '35R11', '35R11', '35R11', '35R11', '35R11', '35R11', '35R11', '35R11', '35R11', '35S05', '35S10', '35S30', '45K05', '45K05', '45K05', '46E35', '47B34', '47D07', '47G10', '47G20', '47G20', '47G20', '47G20', '47G20', '49J10', '49J20', '49J45', '49L25', '49L25', '49N60', '49Q20', '53C18', '53E20', '58J35', '58J35', '58J65', '60G51', '60G52', '60H10', '60J35', '60J60', '60J75', '74A60', '74A60', '74E15', '74E15', '74G99', '74H99', '74M25', '74N05', '76A15', '82B26', '82C22', '82D25', '82D25', '82D25', '82D30', '93B07']"
7219693,Advances in Mathematics,2020,"['14G22', '03C98']","['03-01', '03-02', '03-02', '03-02', '03C45', '03C45', '03C60', '03C60', '03C60', '03C64', '03C64', '03C98', '03C98', '03C98', '03Cxx', '11G20', '12-02', '12H05', '12H25', '12J10', '12J10', '12J25', '12L12', '12L12', '12L12', '12L12', '14-02', '14-02', '14A99', '14B05', '14E15', '14G20', '14G20', '14G22', '14G22', '14G22', '14G22', '14G22', '14G22', '14G22', '14G40', '14H10', '14H37', '14P10', '14T15', '14T20', '14T25', '31C15', '31C45', '32P05', '32P05', '32P05', '37-02', '37P40', '37P50', '54F99']"
7219694,Advances in Mathematics,2020,"['46E35', '26A33', '35Q40', '78A25', '82D40']","['26-01', '26-01', '26A33', '26A33', '26A42', '26B30', '26D10', '26D10', '26D15', '26D15', '28-01', '28-01', '28A35', '28D20', '30D55', '31-02', '31B05', '31B15', '31C45', '35-02', '35-02', '35-02', '35B25', '35B25', '35B27', '35B33', '35B44', '35D30', '35J10', '35J15', '35J20', '35J30', '35J60', '35J60', '35J61', '35J62', '35J91', '35M99', '35P05', '35P15', '35P20', '35P25', '35Q55', '35Q55', '35Q60', '35Q60', '35R11', '35R11', '35R11', '35R11', '35S05', '35S05', '35S05', '42-01', '42A24', '42B20', '42B25', '42B25', '42B25', '44A15', '46-01', '46-01', '46-01', '46-02', '46-02', '46A11', '46A13', '46B10', '46B25', '46E35', '46E35', '46E35', '46E35', '46E35', '46E35', '46E35', '46E35', '46E35', '46E35', '46E35', '46F05', '46F10', '46J15', '47A10', '47A40', '47G20', '47Gxx', '47Gxx', '49-01', '49J20', '49J21', '49R05', '49R50', '49S05', '53-01', '53C05', '53C07', '53C20', '58D30', '58E05', '58E50', '60J65', '60J75', '74G65', '78A25', '78A60', '81-01', '81Q05', '81Q05', '81Q10', '81Q10', '81Q20', '81Q20', '81S40', '82-02', '82D40', '82D55', '82D99']"
7219695,Advances in Mathematics,2020,"['53E20', '53C42', '57M50']","['35K55', '35K55', '53-02', '53-02', '53-02', '53A10', '53C20', '53C21', '53C21', '53C25', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '57-02', '57M40', '57M40', '57N12', '57R60', '57R60', '58D25', '58E12', '58J35', '58J35', '58J60']"
7219696,Advances in Mathematics,2020,"['81U24', '81U20', '47A10', '81V80', '81R25', '81V73']","['34L25', '35B34', '35B34', '35J05', '35J10', '35P05', '35P15', '35Q40', '47A10', '47A40', '47A40', '47A55', '47B25', '47B25', '47N50', '47N50', '47N50', '47N50', '47N50', '47N50', '47N50', '47N50', '47N50', '81-08', '81Q05', '81Q05', '81Q05', '81Q05', '81Q10', '81Q10', '81Q10', '81Q10', '81Q10', '81Q10', '81Q12', '81Q15', '81R05', '81T05', '81T08', '81T08', '81T10', '81T10', '81T10', '81T10', '81T10', '81T10', '81T10', '81T10', '81T15', '81T15', '81T15', '81T16', '81T17', '81T17', '81T17', '81T17', '81T17', '81T17', '81T17', '81T17', '81U05', '81U05', '81U05', '81U05', '81U05', '81U20', '81U20', '81U99', '81U99', '81V05', '81V05', '81V10', '81V10', '81V10', '81V10', '81V10', '81V10', '81V10', '81V10', '81V10', '81V10', '81V10', '81V10', '81V10', '81V10', '81V10', '81V10', '81V10', '81V35', '81V45', '81V45', '81V45', '81V45', '81V45', '81V45', '81V45', '81V45', '81V45', '81V55', '81V80', '81V80', '81V80', '81V80', '81V80', '81V80', '81V80', '81V80', '82B10', '82B28']"
7219697,Advances in Mathematics,2020,"['53C20', '57R19', '58A12']","['11B30', '14-02', '14B05', '14F05', '14F10', '14F17', '14F43', '18E35', '20D15', '20F05', '20F18', '20F65', '20J05', '22D05', '32C18', '53-01', '53-02', '53C20', '53C20', '53C20', '53C20', '53C20', '53C20', '53C20', '53C20', '53C20', '53C20', '53C21', '53C23', '53C23', '53C50', '53C55', '53Cxx', '53D05', '55-01', '55-02', '55N25', '55N30', '55Nxx', '55P62', '55Pxx', '55Pxx', '55Q05', '55Qxx', '55R10', '55R25', '55R35', '55R40', '55R65', '55T10', '57M05', '57M27', '57N65', '57Q05', '57R19', '57R19', '57R20', '57R50', '57R70', '58-02', '58A14', '58A14', '58J10', '58J10', '58J35', '58J50', '58J60', '78A25', '83C50']"
7219698,Advances in Mathematics,2020,"['14J45', '14E30']","['12J20', '13A18', '13A18', '14-02', '14B05', '14B05', '14B05', '14C20', '14C20', '14D06', '14D20', '14E30', '14E30', '14E30', '14F18', '14F18', '14J10', '14J10', '14J17', '14J26', '14J40', '14J45', '14J45', '14J45', '14J45', '14J45', '14J45', '14J45', '14J45', '14J45', '14J45', '14L24', '14L24', '14L30', '14L30', '14M25', '14M25', '14M25', '14N10', '32Q10', '32Q15', '32Q15', '32Q20', '32Q20', '32Q20', '32Q20', '32Q20', '52A27', '53C21', '53C25', '53C25', '53C55', '53C55', '53C55', '53C55', '53C55', '53C55']"
7219699,Advances in Mathematics,2020,"['60E15', '60J46', '60B20', '47D07']","['05C80', '15-02', '15A42', '15A45', '15A45', '15A45', '15A60', '15B52', '15B52', '22D40', '26D07', '26D15', '28-02', '28A35', '28B05', '28C15', '28C20', '46B09', '46E35', '46E35', '46L05', '47A30', '47A60', '47A63', '47B15', '47B99', '53C20', '55M20', '55R10', '58J50', '60-02', '60B20', '60B20', '60B20', '60B20', '60B20', '60B20', '60B20', '60B20', '60E05', '60E15', '60E15', '60E15', '60E15', '60E15', '60E15', '60F10', '60F10', '60F10', '60F10', '60F10', '60F10', '60F10', '60G09', '60G09', '60G09', '60G42', '60G42', '60G50', '60G55', '60J25', '60J35', '60J35', '60J65', '60J65', '60K35', '60K35', '62H05', '62H20', '81P45', '81P45', '81P68', '81P99', '81Q35', '81Q80', '81S22', '81S25', '82B44', '82B44', '94A17', '94A17', '94A17', '94A40', '94A40', '94A60']"
7219700,Advances in Mathematics,2020,"['05E10', '20C15']","['05-02', '05-02', '05-02', '05A05', '05A05', '05A05', '05A05', '05A10', '05A10', '05A10', '05A15', '05A15', '05A15', '05A15', '05A15', '05A15', '05A15', '05A15', '05A16', '05A16', '05A16', '05A16', '05A17', '05A19', '05A19', '05A30', '05A30', '05A30', '05A30', '05A30', '05E05', '05E05', '05E05', '05E05', '05E05', '05E05', '05E10', '05E10', '05E10', '05E10', '05E10', '05E10', '05E10', '05E10', '05E10', '05E18', '05E18', '06A06', '06A07', '06A07', '06A07', '06A07', '06A07', '06A11', '11-02', '11B39', '11P81', '11P82', '11P83', '11P84', '13A35', '13C99', '13D40', '13F20', '13H10', '14H10', '14L24', '14L35', '14M15', '15A15', '15A72', '15A72', '16W50', '17B20', '17B40', '17B60', '20-02', '20-02', '20B30', '20C15', '20C15', '20C15', '20C15', '20C30', '20C30', '20D06', '20E32', '20E42', '20F55', '20F55', '20G05', '20G05', '20G05', '20G15', '20G20', '20G40', '20G40', '20H15', '51F15', '51F15', '51F15', '52B05', '60C05', '60C05', '60F05', '60F05', '68-02', '68N01', '68P10', '68W99']"
7219701,Advances in Mathematics,2020,"['53E30', '53C55']","['14E30', '14E30', '14E30', '14J32', '14J40', '32G07', '32J25', '32J27', '32Q15', '32Q15', '32Q15', '32Q15', '32Q20', '32Q20', '32Q20', '32Q25', '32U05', '32W20', '32W20', '35J96', '35K96', '35Q99', '53-01', '53-02', '53C25', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C55', '53C55', '53C55', '53C55', '53C55', '53C55', '53C55', '53C55', '53C55', '53C55', '53C55', '53C55', '53C55', '53C55', '53E30', '58J35']"
7219702,Advances in Mathematics,2020,"['32V20', '32H12']","['32-02', '32A99', '32C05', '32C05', '32C25', '32C99', '32D15', '32D99', '32F45', '32F99', '32H35', '32H40', '32H99', '32M05', '32M05', '32Q99', '32T99', '32T99', '32V10', '32V25', '32V40', '32V40', '32V99', '35G05', '53C10', '53C15', '53C55', '58C25', '58K99']"
7219703,Advances in Mathematics,2020,"['05E10', '05A15', '33D45', '33D50', '05A30']","['05-02', '05A05', '05A10', '05A10', '05A15', '05A15', '05A15', '05A15', '05A15', '05A15', '05A17', '05A17', '05A17', '05A17', '05A17', '05A17', '05A17', '05A17', '05A18', '05A19', '05A19', '05A19', '05A19', '05A30', '05A30', '05A30', '05A30', '05A30', '05E05', '05E05', '05E05', '05E05', '05E10', '05E10', '05E10', '05E10', '05E10', '05E10', '05E10', '05E10', '05E10', '05E15', '05E15', '05E35', '05E35', '06A07', '11B68', '11B68', '11B73', '11C20', '11P81', '11P81', '11P81', '11P81', '11P81', '15A15', '15A15', '17B10', '17B20', '20-02', '20B35', '20C25', '20C30', '20F55', '20G05', '22E66', '26C10', '33-01', '33-02', '33B15', '33B15', '33C15', '33C45', '33C45', '33C45', '33C45', '33C50', '33C52', '33C52', '33C65', '33D05', '33D05', '33D15', '33D45', '33D45', '33D45', '33D45', '33D45', '33D45', '33D52', '33D60', '33D70', '33D70', '33D80', '33D80', '33D80', '33D80', '33Dxx', '33E20', '34M30', '41A60', '43A65', '43A65', '60C05', '60C05', '65D20', '82B23', '82C22', '82C31']"
7219704,Advances in Mathematics,2020,"['18N50', '16T10', '06A11', '05A19', '55U35']","['00B15', '05A19', '06A11', '06A11', '15A99', '16T05', '16T10', '16T10', '18N50', '18N50', '18N50', '20L05', '46A20', '55U35', '55U35', '55U35']"
7219705,Advances in Mathematics,2020,"['32S05', '32S25']","['14-01', '14-02', '14-03', '14B05', '14B05', '14B05', '14B05', '14B05', '14B05', '14B05', '14B07', '14B07', '14B07', '14B10', '14C20', '14C22', '14D15', '14E15', '14E15', '14E15', '14E15', '14E15', '14E15', '14E20', '14E30', '14H45', '14Hxx', '14J10', '14J15', '14J15', '14J17', '14J17', '14J17', '14J17', '14J17', '14J17', '14J17', '14J17', '14J17', '14J17', '14J25', '14J25', '14J28', '14J60', '14J80', '14K25', '14K30', '14M15', '32-02', '32B05', '32C20', '32C35', '32C35', '32C35', '32C35', '32F10', '32G05', '32G05', '32G05', '32G05', '32S05', '32S05', '32S05', '32S05', '32S05', '32S15', '32S25', '32S25', '32S25', '32S25', '32S25', '32S25', '32S25', '32S25', '32S25', '32S25', '32S45', '32S45', '32S45', '32S45', '32S45', '32S45', '32S45', '32S45', '32S50', '32S50', '32S50', '32S50', '32Sxx', '32Sxx', '32Sxx', '32Sxx', '32Sxx', '32Sxx', '32T99', '57M27', '57M27', '57M27', '57M27', '57R57', '57R57', '57R57']"
7282533,Advances in Mathematics,2021,"['51M10', '53C23', '05C05']","['05C22', '05C35', '05C50', '05C70', '05C80', '05C80', '05C80', '05C85', '15B52', '15B52', '15B52', '20-02', '20E05', '20F05', '20F05', '20F06', '20F10', '20F34', '20F65', '20F65', '20F67', '20F69', '28C20', '34F05', '53A35', '53C22', '57M05', '60B20', '60B20', '60F05', '60G15', '60G15', '60G55', '60G55', '60G57', '60G57', '60G60', '60G60', '60G70', '60H10', '60K35', '68R10', '68T01', '68W20', '81R40', '82-02', '82-02', '82-02', '82-02', '82-02', '82B20', '82B20', '82B27', '82B44', '82B44', '82B44', '82B44', '82B44', '82B44', '82B44', '82B44', '82B44', '82B44', '82C32', '82D30', '82D30', '82D30', '82D30', '82D30', '82D30', '82D30', '82D30', '82D30', '82D30', '82D30', '82D30', '82D30', '82D30', '82D30', '82D30', '92B20']"
